Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""31yo F - light acne on face / back since teenage years. Tried all over counter treatments, generally just made skin worse.  Doctor recommended  eipduo coupled with doxy - 1 year on and completely clear complexion all over. After a few months reduced doxy to 1 tablet every 3 days and continued use of epiduo -  happy to finally have clear skin""",Positive,9,6
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I was told by my doctor to take the doxycycline 100mg once a day for 3 months. So far it has been 3 weeks and I think my acne is getting worst. The first week my acne seemed to be improving. That was until the 2nd week it started getting worst. I&#039;m starting to think it might be my period causing me to break out again. So I&#039;m hoping I will see an improvement when its over. I have had no bad side effects which is great. After reading positive feedback on this I am really hoping to see a huge difference!! BE PATIENT""",Positive,6,11
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Works perfectly for me""",Positive,9,0
acne,Clindamycin / tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been using this for about a month and a half. It dry&#039;s my skin out and need to moisturize about 5 times a day opposed to twice. My face will get clear and then break out again. I&#039;m still waiting on results.""",Positive,6,11
acne,Adapalene,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""It&#039;s my 5th week using this medication. You do get breakouts but that&#039;s part of the treatment. I have noticed a difference on my right side. I have hope that by the 12th week my skin will be clear. It just takes patience!""",Positive,6,22
acne,Benzoyl peroxide / clindamycin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""awful product. did not do anything it was supposed to. I have very very mild acne. I wouldn&#039;t even call it acne, just pimples. and everytime I have tried to use acanya it hasn&#039;t helped with any pimples and just left my face red and burned the next day. This redness stays for at least 4 days. It&#039;s so embarrassing and not worth it for a product that just makes your pimples MORE obvious because of HUGE red spots. awful product. throwing it in the garbage so I never have the idea of using it again.""",Negative,1,4
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My son has severe acne from his Crohn&#039;s drugs and now he wants to take Accutane - I see it as a death sentence of sorts, but I can understand what he is going through at just 13 years old. Has anyone tried Accutane when they are already wrestling with Crohn&#039;s? His Crohn&#039;s is in remission and he is using Humira every two weeks now. We suspect Prednisone as the initial cause of his acne.""",Negative,1,7
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This cream works wonders. I had very red, acne especially in my T area on my face and after a few days of using it, I noticed great improvements! My skin became less dry, I did not get fresh pimples everyday and the redness was starting to disappear. I&#039;ve been using it for nearly 3 months now and my skin is actually smooth now, I no longer feel the bumpiness of having acne all over my face. However, when I first used it my skin dried SIGNIFICANTLY. My face felt incredibly tight, and I felt like I couldn&#039;t even move mouth because it was so uncomfortable! So I checked with my doctor and was told that it was normal, so don&#039;t fret if your skin starts to dry greatly upon first use. I definitely recommend this, my confidence has improved.""",Positive,10,16
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have never had perfect skin, always had 1 or 2 pimples at a time, and usually a cystic one too. But 5 months ago I started breaking out BAD, mostly on my lower cheeks and chin. I tried so many Orc face washes and scrubs but nothing worked. I finally went to the dermatologist and I have been taking doryx 200mg a day for about a week now, as well as using epiduo at night before bed. My skin is already clearing up! I mostly have hyper pigmentation and some scarring now, which I will have to deal with, but hardly any pimples!! I&#039;m hoping it will keep getting better as the goes on but for now, I am loving doryx.""",Positive,10,23
acne,TriNessa,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I just finished my first month on this pill and so far so good. I was on Tarina fe 1/20 but it broke me out HORRIBLY so my doc switched me to trinessa. No weight gain, no stomach pains, no increase in acne AND no baby. Hopefully in a few months it&#039;ll clear my skin. A lot of ppl are saying this pill made them gain weight, I actually lost some &amp; my boobs got a teeny bit fuller (not much tho). Without ins I pay $20 per pack at PP.""",Negative,8,9
acne,Accutane,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been on this for 3 months now and have noticed a massive improvement of my acne. The acne on my back is practically non existent and the amount on my face has dramatically improved. I got lots of comments today saying how face has cleared up since I last saw these people 2 weeks ago. I now have much less acne on my face and it expected to all be gone in 3 more months forever. I am currently on 60mg a day one at morning and 2 at night and I am a 15 year old female. I have had some back pain when I play my weekly sport and dry lips but that is all the side effects I have had.""",Positive,10,9
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""The first 3 months of Yasmin were horrendous, I had cystic spots all along my jaw, between my eyebrows, on my cheeks and even my back.  My skin was very dry and I could not stop needing a pee! The cysts stopped appearing In the 3rd month but continued to have lots of spots on my jawline. Im currently on month 6, I still get spots (sigh) but I haven&#039;t had more than 3 at one time and they are very small ones which heal quickly and are easily covered with make up. I no longer have spots on my back either but I&#039;m living with quite bad scarring. I really had my confidence knocked but looking at how my skin has improved now those 3 months in hiding were worth it!""",Positive,7,10
acne,Differin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""DO NOT use differin. As a result of using this lotion I developed a horrible red rash on my neck and face. 2.5 months later I am still have to apply hydrocortisone cream twice a day to keep it at bay and can&#039;t use any nice foundation or makeup. I have read several other reviews where it has happened to people and spoken to other GP&#039;s who have said they wouldn&#039;t prescribe it. 

IT IS NOT WORTH IT! Try anything else, but don&#039;t use this product.""",Negative,1,24
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been on the Pill Yasmin for 4 years now and i am only 17. I suffered from terrible acne therefor the reason i began taking it and it has been wonderful. Took me 6 months to see a difference but its worth the wait really has changed my life. I can now go out without make up on.""",Positive,10,10
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""At the age of 30, I still dealt with breakouts. After trying all sorts of over the counter products that just hurt me I went to the doctor. We took the steps of prescription washes and antibiotics. Still had breakouts. So decided to try Accutane. I&#039;m currently starting my 5th month, and I haven&#039;t had a breakout or a single pimple in over 3 months. My side effects were dry peeling lips ( nothing Carmex can&#039;t fix), dry eyes, very sensitive skin (though working in a hospital doesn&#039;t help) so far I am so satisfied with this medicine. Yes, it is a hassle to get but worth it.""",Positive,10,26
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am 33 and and using Retin A. I have found the product to work wonders while using antibiotics as well. The cell turn over rate is so much faster and heals the acne like nothing I have seen. There is some dryness in areas, but overall has been my magic in a tube. LOVE IT!""",Positive,9,43
acne,Spironolactone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;m only a few weeks into taking this medication and have already experienced great results. I had great skin until I was 21, I started getting severe hormonal acne on my face and back. I currently take spironolactone and epiduo, the combination is working great. I have experienced the medications side effects of having to use the restroom frequently and being dizzy if I get up too fast. To me, the side effects are very livable and easy to adapt to. I think it is important to note the severity of not getting pregnant while on this medication. I was warned that this medication can cause a deformity in male genitalia if you conceive while on this medicine. Always check with your doctor first.""",Positive,7,7
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I starting taking Monodox to help with a acne breakout. It worked within 3 days and started drying out my acne, but after 2 weeks I stopped because it was irritating my stomach to much. My face was pretty cleared up but not perfect. I was supposed to be on it for a month. The weirdest thing was the day after I stopped the drug I began have extreme static electricity in my hair. I still have it and it has been 4 days. I Googled to see what it could be and found that people who are on Accutane have experienced the same. I hope it goes away, it is very irritating.""",Negative,4,19
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Sooo I was completely turned away from this prescription for about the first 4-5 weeks. I am 30 years old and I broke out like BAD and was completely miserable! Then between weeks 5-7 my face started clearing up and now I only have a couple pimples.  So my advice is give it at least 8 weeks before you give up on this medication!""",Negative,7,4
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I tried tretinoin 0.05% a year ago and I stopped as it didn&#039;t have any effect no side effects either. So I went back to the doctor a month ago and the doctor said it can take up to 6 months before I could see any results but it&#039;s worth doing.  So I used the same cream and again I didn&#039;t notice any results until 3 weeks which gave dramatic improvement. It hasn&#039;t dried out my skin. My advice is stick at this medicine for at least 6 months because it&#039;s worth it. Take doxycycline antibiotics at early stages to help with negative side effects of acne getting worse in early stages.""",Neutral,10,36
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve been using Epiduo (as prescribed by my dermatologist) for couple of months and it&#039;s the only product I&#039;ve tried that really cleared my acne. Be careful on applying thick layer because it might cause redness and skin will also peel. Just keep using it and you&#039;ll see the great effect for couple of weeks.""",Positive,9,33
acne,TriNessa,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve been in Trinessa for about 3 months now. I had SEVERE inflammatory and prior to getting on Trinessa. I&#039;ve always had moderate acne but after my small pox vaccination (required by the military to deploy to the middle East) My doctor prescribed this pill solely for my acne.

It took about a month and a half of using it to really notice a difference but man when it kicked in it kicked in. I get maybe 2-4 pimples a week now vs 20  new ones. And the ones I do get are not nearly as big or as inflamed. Even when I&#039;m in my period I get far less than I used to. 

This was a miracle for me!""",Positive,9,26
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been on Doxycycline for at least 10 years straight for acne. I saw a big improvement in my skin when I first started taking the drug in my thirties. Now that I&#039;m 48 and entering menopause, it seems to be a little less effective because of my hormonal changes probably. But I have never had any side effects with this drug, which is great considering the amount of time I have been using it.""",Positive,6,3
acne,Yasmin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Love this pill. Went on it and cleared my skin, but I didn&#039;t know that Yasmin was clearing it I thought it was just the fact I was no longer a teenager. Stopped taking this pill to get an implant to avoid periods. Well, it was hell, acne came back full blown and periods were relentless. Went back to the doctor today and got Yasmin again! So excited for clear skin again!""",Negative,10,21
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been using Epiduo for about 6 months and I&#039;m in love with it. I travel a lot and even so much as got samples from my dermatologist since I don&#039;t check my bags and because of the airline restrictions. I haven&#039;t had any bad reactions and noticed just after a few days of using it a huge difference in my skin. I have tried several acne regimens from Clean &amp; Clear to Proactiv and nothing worked until I started using Epiduo.""",Positive,10,18
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My dermatologist gave me some samples of Epiduo and I tried it. Now, of course I know the saying, &quot;it gets worse before it gets better.&quot; However, in my case it got much much worse, alot worse than I ever had. Bad enough where it greatly effected my self esteem. About two weeks into it, I had to stop because my face was burning really bad and it looked worse than ever. So, I stopped taking it because it was the type of acne that would leave scars so I stopped and used the other sample he gave me, which is Tazorac gel 0.1. Since I&#039;ve been using that, it has cleared up my skin very well. Still have improvements to go but I like what results I&#039;m seeing now. So,   Epiduo didn&#039;t work for me but I guess it does for some people.""",Negative,1,15
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I have been using Epiduo for 10 weeks now along with Solodyn, a slow release antibiotic for adult acne. The results have been pretty good. I do see a big change in my skin. No more big gnarly looking zits on my face. The cream seems to be removing dead skin cells so the gunk that has been deep in my pores can surface. The first week or so of using this cream my face felt so greasy. I just figured it was bringing oils out of the pores. During the first month my skin did burn off and on. It did not burn when I put it on, it would burn later or the following day when I would try to moisturize. The burning did get a little intense but it was totally tolerable. To this day I still have issue putting moisturizer on around my eyes.""",Negative,10,11
acne,Yaz,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started taking Yaz 2 months ago and for the first 5 weeks I hated it. My skin was worse then ever and I was about to stop. It&#039;s been close to 8 weeks now and my skin feels amazing! I have no bumps left on my face, maybe a few scars but they are slowly fading! I use Phisophex with Yaz and so far it&#039;s amazing. Keep going with Yaz and don&#039;t get freaked out in the first few weeks.  I didn&#039;t gain any weight and no other side effects. I&#039;m all for Yaz.""",Positive,9,27
acne,Adapalene,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I definitely recommend Adapalene Gel. I have had acne for the past 3-5 years. I am 29.  I never had acne like this before this time period. I was skeptical at first but now I can leave the house without trying to unsuccessfully cover my redness, scarring, and pimples. The scarring is still there but it is faint. There are only 2 small negatives I experienced while taking it ...1. When my face sweats (wearing a hat, being in a hot room, or working out) it just burns badly. 2. When I started it my face felt like it was on fire a lot.  Initially. I switched to every other day when using it. Now I use it before bed w CeraVe  moisturizer. I only use 1 PEA size for my entire face.  Don&#039;t over do it.  It&#039;ll help you just need to be patient. :)""",Positive,9,5
acne,Claravis,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Well I started taking Claravis on August 2008. I noticed for the first two months of being on the medication my face got worse with acne. But on the third month, my face started to clear up and it stayed clear. For once I had normal skin. Scars were the only thing left. I finished my treatment on Janurary 2009. I spent almost all year being acne free, but it has comeback! My brother also took Claravis, and his story is the same as mine. My brother has currently just got back on to Claravis. I will be doing the same, and hoping we wont have acne again because it&#039;s really expensive to get on that medication.

Side Effects: Extreme Dry Lips. And that was it. 

My advice, take Claravis its worth it, even if its just a year of being acne free.""",Positive,9,9
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve used this product for about 1-2months and it is incredible. I have polycystic ovarian syndrome so acne is a problem. Deep, sore, under the skin pimples would flare up and be so painful - no amount of expensive face wash would help. After Epiduo I haven&#039;t had a single under the skin pimple! It&#039;s clearing out blackheads, too.
You need to be really careful using it though. Use too much and your skin will be peeling for days on end. Use only a tiny bit on problem areas and ease yourself onto it.
This is a great product that has really helped. My skin is loving it.""",Positive,9,24
acne,Doxycycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""It started to clear up my acne after a few months of taking it, but the side effects were awful. I felt nauseous instantly afterwards and then was also sometimes sick, I couldn&#039;t sit or lie down for at least an hour afterwards and if I did I was guaranteed to be sick. I also had to make sure that I ate beforehand and didn&#039;t take the medication on an empty stomach because that would also cause sickness. The nausea was the worst part because I had to sit for half an hour feeling sick before I actually was which made it even worse. I eventually stopped taking it after about a year because my acne had completely cleared up, but then 6 months later it came back...only a temporary fix for me and the effects of it almost make it pointless""",Negative,3,7
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started using Epiduo at the end of January and it is now the end of April and my skin has improved so much! I suffered from a lot of clogged pores and black heads that would turn into the pimples with the gross pus. It was severe or anything like that, but having clogged pores on my cheeks was just a nightmare and makeup always made them look obvious. 

My skin now has only 2-3 black heads that are going away on their own. My skin never purged all at once where my skin looked worse. It was really gradual. The clogged pores went away or they sometimes came up, but never all at once so totally manageable.My advice with this stuff is to 1. Give it time. You definitely need to give it 3 months to do its thing and 2. moisturize!""",Negative,10,16
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I would definitely recommend epiduo for anyone struggling with acne. I have suffered since I was 15 and I am now 29. I have had some major flare ups over the years &amp; have tried all sorts of treatments that eventually helped clear it up but once stopped taking any medication it would come back with a vengeance. This is the only treatment I have found that really worked for me. My skin is amazing now &amp; I rarely get even 1 spot! This is something I NEVER thought I&#039;d be able to say. 

I started by using this in conjunction with antibiotics for the first couple of months now I just use this alone &amp; it keeps it at bay. There are initial side effects &amp; you have to be prepared for the stinging &amp; burning but push through it. You won&#039;t regret it!""",Positive,9,10
acne,Azelaic acid,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Been using this product along with bactrum for about 1 week and already see in good results... had 3 big cystic pimples that was on my face for more then 3 months...and they have gone down in 1 week..can&#039;t wait to see what the next month or 2 brings.""",Positive,7,17
acne,Adapalene,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""It started to help in the beginning then a month later I got the worst breakouts. """,Negative,2,21
acne,Dapsone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am a male in his late twenties and have struggled with mild acne for over 15 years. I have used, benzo proxide, exfoliants, tea tree oil, low GI diet, no skin touching and many other tools without consistent success. I have been using Aczone for 10 days and have had amazing results. I have had very few new spots appear on my face and when they do only last for 2-3 days. My pores felt clogged after application the first few days, but have adjusted to the texture. The anti-inflammation really reduced the redness in my face and gives me a nice even tone. Azcone has clearly made an impact on me having clear skin. I&rsquo;ll follow up with status updates as my skin progresses.""",Positive,10,12
acne,Yasmin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Yasmin changed my life!

For the past year or so I started breaking out due to hormones (it only happened the week before my period) &amp; getting HORRIBLE PMS. About 2-3 days before my period, I would get very irritable and grouchy, to the point where it affected my work and social life.

I went to my doctor with these problems &amp; she recommended Yasmin.

The first 6wks or so, it was horrible. I broke out even more, gained about 10-15lbs, &amp; that led to a slight depression. But people told me that is just what happens when your hormones adjust to new birth control?

I&#039;m really glad I stuck through because my acne is now completely gone and my PMS levels have decreased by at least 75%, feeling SO much better!""",Negative,10,12
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Only been on this for 3 weeks and it started working well.  Woke up this morning and I am itching like I have the worst sunburn of my life!  I&#039;d rather have the acne!""",Negative,5,4
acne,Tri-Sprintec,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I liked this bc quite a bit. I was on it for five years. It did make me nauseous if I didn&#039;t eat anything beforehand, but that is easily avoidable. It helped with my acne some but not a lot which is why my doc switched me. I didn&#039;t experience any weight gain or loss. I also didn&#039;t notice any difference in sex drive or cramps increase. Lastly, I didn&#039;t get pregnant on it, and that&#039;s the most important thing to me. 

I think if it weren&#039;t a hassle for me to switch back, I would since gildess isn&#039;t helping the acne either.""",Positive,9,3
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I had cystic nodular acne on my face, back, and chest. I&#039;ve tried every acne medication under the sun!! Accutane worked great and i could tell a difference within a month of using it. It&#039;s been 3 years since I took it and I&#039;m still all clear. I would recommend Accutane to anyone with acne.""",Positive,10,73
acne,Differin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I used Differin and the first month was HORRIBLE. I guess I needed to use moisturizer especially SPF.. Or lotion. I got sun burned really bad all over, my face was peeling and really scabby. I just looked crazy going to school. And my face hurt so bad so I started using it less. I even went to go get my eyebrows waxed and the wax was too hot for my face and sensitive skin it ripped and scabbed up really bad.. Ouch!  But luckily after one month was suffering my face and especially my nose (where I got it) it was all clear, gone, and smooth! Seems like similar experiences where it starts off bad then ends up good. I now put Olay SPF moisturizer on everyday and use it every other day with Cerave face wash.""",Negative,8,27
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I started breaking out when I got to college. I decided to address the problem before it got worse, even though the acne wasn&#039;t that bad. She gave me a prescription for Tretinoin X cream. I put it on every night.
The first week, I felt like someone had rubbed sandpaper across my face. It was AWFUL. My skin was red and irritated and it hurt like hell even when nothing was touching it.
The next week, the pain and irritation slowly subsided. The following, my face erupted in pimples. That lasted into the fourth week. It was worse than it had ever been.
After that, my face magically cleared up. It was amazing. Except for a very few minor spots, my skin is nearly flawless. 
The beginning sucks, but STICK IT OUT. You won&#039;t regret it.""",Negative,9,107
acne,Drospirenone / ethinyl estradiol,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I never thought I would be able to find something to clear my acne. After 10 years of searching and trying every OTC product and prescription product nothing worked. The I started trying Birth Control Pills and went through about 5 different kinds of them until I tried Yaz. It does wonders for my face and my confidence. I can&#039;t believe that taking a tiny pill, once per day can be such an easy cure to my skin problems. Don&#039;t let you doctor convince you that the generic will do the same as Yaz... it won&#039;t. """,Positive,10,13
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am 16 years old and I suffered from acne since I was about 12. I have a very special type of acne. Its very tiny and form in clusters and never come to a head. I had this all over my forehead and cheeks. They would look worse under some lighting and looked awful under makeup. They gave my skin a sandpaper feel. I also got the occasional pimple. I was prescribed this medication by my doctor . I was given a 0.05 tretinoion. My first month was awful. I got the purging and all the pimples were coming to a head. After a couple of weeks my skin was starting to become smooth and healthy! Don&#039;t give up on this drug! One recommendation is to keep it up! Don&#039;t stop!!""",Negative,9,15
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Accutane is the best thing that ever happened to me, and the only thing in my whole life that I regret is not taking it sooner.

The only side effect was dryness, which is totally manageable!""",Positive,9,15
acne,Adapalene,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve always had really mild breakouts ever since college started, but I gradually lost them through Clearasil and St. Ives. But now that I&#039;m in my junior year, I&#039;m breaking out twice as much. My dermatologist prescribed me Differin (0.01 cream adapalene), and it was quite pricey because I was taking it alongside clindamycin, which I only put on my pimples whereas I used a pea-sized amount of Differin on my entire face. I&#039;m currently on my third day of Differin and Clindamycin, and I have been experiencing skin peelings on my nose and a little bit of redness and tenderness. There have been more breakouts (I now have 6 pimples), and I hope it gets worse before it gets better now that it&#039;s still holiday break.""",Positive,6,7
acne,Duac,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""My doctor prescribed me this gel for my mild to many spots on my face and back. The first day I applied it the next morning my face was almost clear of blackheads and I had noticed an improvement however I decided to do what may have been a really foolish thing. I applied it on all of my cheeks and basically most of my face, the parts which rarely had spots on. I woke up the next day to a stinging bright red face. My skin was so so dry. It was patchy orange and red, it was half peeling and it looked like I was wearing patchy foundation. """,Positive,7,25
acne,Ethinyl estradiol / norethindrone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I never breakout ever ( only when i was a teen)
I always got compliments for my skin and this has made me breakout, i been getting lots of leg cramps too and spotting all over my cycle. Emotionaly im the about the same. Ive never taken birth control and i think from my experience on this is not worth it.""",Positive,4,8
acne,Tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Hi everyone! I&#039;m a sixteen year old girl who has been struggling with acne since the beginning of high school. My self confidence definitely crashed and I always seemed to have to cake foundation on my face before going anywhere, and I just wanted my acne to be GONE. So it has been exactly 2 1/2 months since my physician prescribed me to tretinoin Retin-a 0.05%, and the first thing I did was look up reviews about it. I was terrified of the possible &quot;purge&quot; so I waited until a week long break from school to start using it, and to my surprise, no special purge on my skin! My forehead and chin have always been okay; cheeks and nose have been the biggest problem, but generally my skin is smoother and less red! STICK WITH IT!!!""",Negative,8,17
acne,Aczone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""Did not work at all for me. So disappointed.  It was very expensive.  And I think it might have made my skin worse.""",Negative,1,6
acne,Ethinyl estradiol / norethindrone,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""It&#039;s funny because I usually get a break out here and there like every normal girl and I thought maybe this was just a coincidence that I was horrendously breaking out. I&#039;m talking huge pimples plastered on my checks and little white heads all over my forehead. I thought maybe it was a coincidence till I read reviews and seen that this causes acne for a lot of people. I quit taking it 2 days ago, and my face is already immediately clearing back up again. I think I&#039;ll just stick to condoms. Birth control has been a night mare for my face.""",Positive,1,5
acne,Adapalene / benzoyl peroxide,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This makes the acne into white heads
and then the next couple days it vanishes. Be sure to clean face with dove soap before and only use Epiduo every couple days.""",Positive,9,5
acne,Differin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I&#039;ve been using this gel for probably about 2 or 3 years now. I started getting acne in around 6th grade where as I didn&#039;t start my period until 9th grade. I&#039;ve never had SEVERE acne, there&#039;s just always been at least a couple zits on my face for as long as I can remember. I had no significant peeling or dryness when I started using differin, and I also had no immediate results. Slowly over time, however, my acne is becoming less severe and less often. Maybe it&#039;s because of the differin, maybe it&#039;s because I&#039;m growing out of it. I did stop using it last summer as a test and my skin got worse and worse for the entire month I stopped using it and it took a solid 3-4 months after I started using it again for my skin to return back to normal.""",Negative,7,25
acne,Isotretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This medicine has a lot of pros and cons. The pro is that your skin will clear almost completely and the con is that you will have dry lips and palms and joint pain. But I think it&#039;s a fair trade.""",Positive,8,12
acne,Clindamycin / tretinoin,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This product saved me! I&#039;ve always had perfect skin growing up. right in the middle of senior year, my face broke out into awful acne. 2 years later at 20 years old, after trying every product out there, my dermatologist got me to try one last thing, which was Biacna! I put on a thick layer before going to bed and as soon as I woke up, my face was very red, but all the zits on my face were 80% smaller if not completely gone! My face is basically 90% cleared after 3 months of use (3-4 times a week) now all I need to worry about are all the scars! feel so good to not need to put on a pound of makeup everyday and to actually be confident again! if you suffer from acne, THIS PRODUCT WILL CHANGE YOUR LIFE! please give it a try!!!""",Positive,8,7
acne,Minocycline,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""This medicine was amazing for my acne.  It went away almost immediately.  For once I just didn&#039;t have to worry about it and it was great. I stopped wearing makeup altogether.  HOWEVER... it made me very aggressive and angry all the time.  It gave me severe anxiety, and made me very emotional.  I&#039;d fight with everyone.  I even saw a therapist for my anger.  But once I got off the drug I completely calmed down. It took over my head.  I had no control.  My boyfriend almost dumped me.  My best friend hated me.  It was not worth it.  My acne came back and I considered it again... but with all those side effects... it can also give you arthritis and lupus with extended use.  I just don&#039;t trust it.  So now i only saw it as a temporary solution.""",Positive,2,5
acne,Epiduo,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring', 0, 0, 0]","""I am now in my 7th week of using Epiduo, I had a really bad Acne after I got the IUD contraceptive which broke me out so much. I even had my wedding with loads of bumpy acne and pimples on my face it was so bad. 
My doctor prescribed Epiduo to me after I rejected the Duac as the burning sensation was unbearable. I began using Epiduo precisely on the 18/12/2015 and Its has been amazing. Please stick with it and don&#039;t apply too much on the affected area. Don&#039;t worry if you break out even more when you start, it&#039;s part of the healing process and with time you will see amazing result. I also started my period today and I can only see 2-3 pimple compare to like 20 or more that I usually get whenever I start. The point is, it really work.""",Negative,9,10
